#Time Node In(1)/Out(0) Delay
0.0, 1, 0, 0.0000
0.0, 2, 0, 0.0000
0.0, 1, 1, 0.0000
0.0, 2, 1, 0.0000
2.2, 1, 0, 0.0672632
3.2, 1, 1, 0.0461053
4.2, 1, 0, 0.0681053
4.2, 2, 0, 0.0446316
5.2, 1, 1, 0.0472632
7.2, 1, 0, 0.0662105
9.2, 2, 1, 0.0261053
11.2, 2, 0, 0.0453684
