% time	cellId	IMSI	RNTI	rsrp	sinr
0.254214	1	2	2	1.07682e-09	2.27013e+06
0.255214	1	1	1	5.4396e-10	1.14677e+06
0.255214	1	2	2	1.07682e-09	2.27013e+06
0.256214	1	1	1	5.4396e-10	1.14677e+06
0.256214	1	2	2	1.07682e-09	2.27013e+06
0.257214	1	1	1	5.4396e-10	1.14677e+06
0.257214	1	2	2	1.07682e-09	2.27013e+06
0.258214	1	1	1	5.4396e-10	1.14677e+06
0.258214	1	2	2	1.07682e-09	2.27013e+06
0.259214	1	1	1	5.4396e-10	1.14677e+06
0.259214	1	2	2	1.07682e-09	2.27013e+06
0.260214	1	1	1	5.4396e-10	1.14677e+06
0.260214	1	2	2	1.07682e-09	2.27013e+06
0.261214	1	1	1	5.4396e-10	1.14677e+06
0.261214	1	2	2	1.07682e-09	2.27013e+06
0.262214	1	1	1	5.4396e-10	1.14677e+06
0.262214	1	2	2	1.07682e-09	2.27013e+06
0.263214	1	1	1	5.4396e-10	1.14677e+06
0.263214	1	2	2	1.07682e-09	2.27013e+06
0.264214	1	1	1	5.4396e-10	1.14677e+06
0.264214	1	2	2	1.07682e-09	2.27013e+06
0.265214	1	1	1	5.4396e-10	1.14677e+06
0.265214	1	2	2	1.07682e-09	2.27013e+06
0.266214	1	1	1	5.4396e-10	1.14677e+06
0.266214	1	2	2	1.07682e-09	2.27013e+06
0.267214	1	1	1	5.4396e-10	1.14677e+06
0.267214	1	2	2	1.07682e-09	2.27013e+06
0.268214	1	1	1	5.4396e-10	1.14677e+06
0.268214	1	2	2	1.07682e-09	2.27013e+06
0.269214	1	1	1	5.4396e-10	1.14677e+06
0.269214	1	2	2	1.07682e-09	2.27013e+06
0.270214	1	1	1	5.4396e-10	1.14677e+06
0.270214	1	2	2	1.07682e-09	2.27013e+06
0.271214	1	1	1	5.4396e-10	1.14677e+06
0.271214	1	2	2	1.07682e-09	2.27013e+06
0.272214	1	1	1	5.4396e-10	1.14677e+06
0.272214	1	2	2	1.07682e-09	2.27013e+06
0.273214	1	1	1	5.4396e-10	1.14677e+06
0.273214	1	2	2	1.07682e-09	2.27013e+06
0.274214	1	1	1	5.4396e-10	1.14677e+06
0.274214	1	2	2	1.07682e-09	2.27013e+06
0.275214	1	1	1	5.4396e-10	1.14677e+06
0.275214	1	2	2	1.07682e-09	2.27013e+06
0.276214	1	1	1	5.4396e-10	1.14677e+06
0.276214	1	2	2	1.07682e-09	2.27013e+06
0.277214	1	1	1	5.4396e-10	1.14677e+06
0.277214	1	2	2	1.07682e-09	2.27013e+06
0.278214	1	1	1	5.4396e-10	1.14677e+06
0.278214	1	2	2	1.07682e-09	2.27013e+06
0.279214	1	1	1	5.4396e-10	1.14677e+06
0.279214	1	2	2	1.07682e-09	2.27013e+06
0.280214	1	1	1	5.4396e-10	1.14677e+06
0.280214	1	2	2	1.07682e-09	2.27013e+06
0.281214	1	1	1	5.4396e-10	1.14677e+06
0.281214	1	2	2	1.07682e-09	2.27013e+06
0.282214	1	1	1	5.4396e-10	1.14677e+06
0.282214	1	2	2	1.07682e-09	2.27013e+06
0.283214	1	1	1	5.4396e-10	1.14677e+06
0.283214	1	2	2	1.07682e-09	2.27013e+06
0.284214	1	1	1	5.4396e-10	1.14677e+06
0.284214	1	2	2	1.07682e-09	2.27013e+06
0.285214	1	1	1	5.4396e-10	1.14677e+06
0.285214	1	2	2	1.07682e-09	2.27013e+06
0.286214	1	1	1	5.4396e-10	1.14677e+06
0.286214	1	2	2	1.07682e-09	2.27013e+06
0.287214	1	1	1	5.4396e-10	1.14677e+06
0.287214	1	2	2	1.07682e-09	2.27013e+06
0.288214	1	1	1	5.4396e-10	1.14677e+06
0.288214	1	2	2	1.07682e-09	2.27013e+06
0.289214	1	1	1	5.4396e-10	1.14677e+06
0.289214	1	2	2	1.07682e-09	2.27013e+06
0.290214	1	1	1	5.4396e-10	1.14677e+06
0.290214	1	2	2	1.07682e-09	2.27013e+06
0.291214	1	1	1	5.4396e-10	1.14677e+06
0.291214	1	2	2	1.07682e-09	2.27013e+06
0.292214	1	1	1	5.4396e-10	1.14677e+06
0.292214	1	2	2	1.07682e-09	2.27013e+06
0.293214	1	1	1	5.4396e-10	1.14677e+06
0.293214	1	2	2	1.07682e-09	2.27013e+06
0.294214	1	1	1	5.4396e-10	1.14677e+06
0.294214	1	2	2	1.07682e-09	2.27013e+06
0.295214	1	1	1	5.4396e-10	1.14677e+06
0.295214	1	2	2	1.07682e-09	2.27013e+06
0.296214	1	1	1	5.4396e-10	1.14677e+06
0.296214	1	2	2	1.07682e-09	2.27013e+06
0.297214	1	1	1	5.4396e-10	1.14677e+06
0.297214	1	2	2	1.07682e-09	2.27013e+06
0.298214	1	1	1	5.4396e-10	1.14677e+06
0.298214	1	2	2	1.07682e-09	2.27013e+06
0.299214	1	1	1	5.4396e-10	1.14677e+06
0.299214	1	2	2	1.07682e-09	2.27013e+06
0.300214	1	1	1	5.4396e-10	1.14677e+06
0.300214	1	2	2	1.07682e-09	2.27013e+06
0.301214	1	1	1	5.4396e-10	1.14677e+06
0.301214	1	2	2	1.07682e-09	2.27013e+06
0.302214	1	1	1	5.4396e-10	1.14677e+06
0.302214	1	2	2	1.07682e-09	2.27013e+06
0.303214	1	1	1	5.4396e-10	1.14677e+06
0.303214	1	2	2	1.07682e-09	2.27013e+06
0.304214	1	1	1	5.4396e-10	1.14677e+06
0.304214	1	2	2	1.07682e-09	2.27013e+06
0.305214	1	1	1	5.4396e-10	1.14677e+06
0.305214	1	2	2	1.07682e-09	2.27013e+06
0.306214	1	1	1	5.4396e-10	1.14677e+06
0.306214	1	2	2	1.07682e-09	2.27013e+06
0.307214	1	1	1	5.4396e-10	1.14677e+06
0.307214	1	2	2	1.07682e-09	2.27013e+06
0.308214	1	1	1	5.4396e-10	1.14677e+06
0.308214	1	2	2	1.07682e-09	2.27013e+06
0.309214	1	1	1	5.4396e-10	1.14677e+06
0.309214	1	2	2	1.07682e-09	2.27013e+06
0.310214	1	1	1	5.4396e-10	1.14677e+06
0.310214	1	2	2	1.07682e-09	2.27013e+06
0.311214	1	1	1	5.4396e-10	1.14677e+06
0.311214	1	2	2	1.07682e-09	2.27013e+06
0.312214	1	1	1	5.4396e-10	1.14677e+06
0.312214	1	2	2	1.07682e-09	2.27013e+06
0.313214	1	1	1	5.4396e-10	1.14677e+06
0.313214	1	2	2	1.07682e-09	2.27013e+06
0.314214	1	1	1	5.4396e-10	1.14677e+06
0.314214	1	2	2	1.07682e-09	2.27013e+06
0.315214	1	1	1	5.4396e-10	1.14677e+06
0.315214	1	2	2	1.07682e-09	2.27013e+06
0.316214	1	1	1	5.4396e-10	1.14677e+06
0.316214	1	2	2	1.07682e-09	2.27013e+06
0.317214	1	1	1	5.4396e-10	1.14677e+06
0.317214	1	2	2	1.07682e-09	2.27013e+06
0.318214	1	1	1	5.4396e-10	1.14677e+06
0.318214	1	2	2	1.07682e-09	2.27013e+06
0.319214	1	1	1	5.4396e-10	1.14677e+06
0.319214	1	2	2	1.07682e-09	2.27013e+06
0.320214	1	1	1	5.4396e-10	1.14677e+06
0.320214	1	2	2	1.07682e-09	2.27013e+06
0.321214	1	1	1	5.4396e-10	1.14677e+06
0.321214	1	2	2	1.07682e-09	2.27013e+06
0.322214	1	1	1	5.4396e-10	1.14677e+06
0.322214	1	2	2	1.07682e-09	2.27013e+06
0.323214	1	1	1	5.4396e-10	1.14677e+06
0.323214	1	2	2	1.07682e-09	2.27013e+06
0.324214	1	1	1	5.4396e-10	1.14677e+06
0.324214	1	2	2	1.07682e-09	2.27013e+06
0.325214	1	1	1	5.4396e-10	1.14677e+06
0.325214	1	2	2	1.07682e-09	2.27013e+06
0.326214	1	1	1	5.4396e-10	1.14677e+06
0.326214	1	2	2	1.07682e-09	2.27013e+06
0.327214	1	1	1	5.4396e-10	1.14677e+06
0.327214	1	2	2	1.07682e-09	2.27013e+06
0.328214	1	1	1	5.4396e-10	1.14677e+06
0.328214	1	2	2	1.07682e-09	2.27013e+06
0.329214	1	1	1	5.4396e-10	1.14677e+06
0.329214	1	2	2	1.07682e-09	2.27013e+06
0.330214	1	1	1	5.4396e-10	1.14677e+06
0.330214	1	2	2	1.07682e-09	2.27013e+06
0.331214	1	1	1	5.4396e-10	1.14677e+06
0.331214	1	2	2	1.07682e-09	2.27013e+06
0.332214	1	1	1	5.4396e-10	1.14677e+06
0.332214	1	2	2	1.07682e-09	2.27013e+06
0.333214	1	1	1	5.4396e-10	1.14677e+06
0.333214	1	2	2	1.07682e-09	2.27013e+06
0.334214	1	1	1	5.4396e-10	1.14677e+06
0.334214	1	2	2	1.07682e-09	2.27013e+06
0.335214	1	1	1	5.4396e-10	1.14677e+06
0.335214	1	2	2	1.07682e-09	2.27013e+06
0.336214	1	1	1	5.4396e-10	1.14677e+06
0.336214	1	2	2	1.07682e-09	2.27013e+06
0.337214	1	1	1	5.4396e-10	1.14677e+06
0.337214	1	2	2	1.07682e-09	2.27013e+06
0.338214	1	1	1	5.4396e-10	1.14677e+06
0.338214	1	2	2	1.07682e-09	2.27013e+06
0.339214	1	1	1	5.4396e-10	1.14677e+06
0.339214	1	2	2	1.07682e-09	2.27013e+06
0.340214	1	1	1	5.4396e-10	1.14677e+06
0.340214	1	2	2	1.07682e-09	2.27013e+06
0.341214	1	1	1	5.4396e-10	1.14677e+06
0.341214	1	2	2	1.07682e-09	2.27013e+06
0.342214	1	1	1	5.4396e-10	1.14677e+06
0.342214	1	2	2	1.07682e-09	2.27013e+06
0.343214	1	1	1	5.4396e-10	1.14677e+06
0.343214	1	2	2	1.07682e-09	2.27013e+06
0.344214	1	1	1	5.4396e-10	1.14677e+06
0.344214	1	2	2	1.07682e-09	2.27013e+06
0.345214	1	1	1	5.4396e-10	1.14677e+06
0.345214	1	2	2	1.07682e-09	2.27013e+06
0.346214	1	1	1	5.4396e-10	1.14677e+06
0.346214	1	2	2	1.07682e-09	2.27013e+06
0.347214	1	1	1	5.4396e-10	1.14677e+06
0.347214	1	2	2	1.07682e-09	2.27013e+06
0.348214	1	1	1	5.4396e-10	1.14677e+06
0.348214	1	2	2	1.07682e-09	2.27013e+06
0.349214	1	1	1	5.4396e-10	1.14677e+06
0.349214	1	2	2	1.07682e-09	2.27013e+06
0.350214	1	1	1	5.4396e-10	1.14677e+06
0.350214	1	2	2	1.07682e-09	2.27013e+06
0.351214	1	1	1	5.4396e-10	1.14677e+06
0.351214	1	2	2	1.07682e-09	2.27013e+06
0.352214	1	1	1	5.4396e-10	1.14677e+06
0.352214	1	2	2	1.07682e-09	2.27013e+06
0.353214	1	1	1	5.4396e-10	1.14677e+06
0.353214	1	2	2	1.07682e-09	2.27013e+06
0.354214	1	1	1	5.4396e-10	1.14677e+06
0.354214	1	2	2	1.07682e-09	2.27013e+06
0.355214	1	1	1	5.4396e-10	1.14677e+06
0.355214	1	2	2	1.07682e-09	2.27013e+06
0.356214	1	1	1	5.4396e-10	1.14677e+06
0.356214	1	2	2	1.07682e-09	2.27013e+06
0.357214	1	1	1	5.4396e-10	1.14677e+06
0.357214	1	2	2	1.07682e-09	2.27013e+06
0.358214	1	1	1	5.4396e-10	1.14677e+06
0.358214	1	2	2	1.07682e-09	2.27013e+06
0.359214	1	1	1	5.4396e-10	1.14677e+06
0.359214	1	2	2	1.07682e-09	2.27013e+06
0.360214	1	1	1	5.4396e-10	1.14677e+06
0.360214	1	2	2	1.07682e-09	2.27013e+06
0.361214	1	1	1	5.4396e-10	1.14677e+06
0.361214	1	2	2	1.07682e-09	2.27013e+06
0.362214	1	1	1	5.4396e-10	1.14677e+06
0.362214	1	2	2	1.07682e-09	2.27013e+06
0.363214	1	1	1	5.4396e-10	1.14677e+06
0.363214	1	2	2	1.07682e-09	2.27013e+06
0.364214	1	1	1	5.4396e-10	1.14677e+06
0.364214	1	2	2	1.07682e-09	2.27013e+06
0.365214	1	1	1	5.4396e-10	1.14677e+06
0.365214	1	2	2	1.07682e-09	2.27013e+06
0.366214	1	1	1	5.4396e-10	1.14677e+06
0.366214	1	2	2	1.07682e-09	2.27013e+06
0.367214	1	1	1	5.4396e-10	1.14677e+06
0.367214	1	2	2	1.07682e-09	2.27013e+06
0.368214	1	1	1	5.4396e-10	1.14677e+06
0.368214	1	2	2	1.07682e-09	2.27013e+06
0.369214	1	1	1	5.4396e-10	1.14677e+06
0.369214	1	2	2	1.07682e-09	2.27013e+06
0.370214	1	1	1	5.4396e-10	1.14677e+06
0.370214	1	2	2	1.07682e-09	2.27013e+06
0.371214	1	1	1	5.4396e-10	1.14677e+06
0.371214	1	2	2	1.07682e-09	2.27013e+06
0.372214	1	1	1	5.4396e-10	1.14677e+06
0.372214	1	2	2	1.07682e-09	2.27013e+06
0.373214	1	1	1	5.4396e-10	1.14677e+06
0.373214	1	2	2	1.07682e-09	2.27013e+06
0.374214	1	1	1	5.4396e-10	1.14677e+06
0.374214	1	2	2	1.07682e-09	2.27013e+06
0.375214	1	1	1	5.4396e-10	1.14677e+06
0.375214	1	2	2	1.07682e-09	2.27013e+06
0.376214	1	1	1	5.4396e-10	1.14677e+06
0.376214	1	2	2	1.07682e-09	2.27013e+06
0.377214	1	1	1	5.4396e-10	1.14677e+06
0.377214	1	2	2	1.07682e-09	2.27013e+06
0.378214	1	1	1	5.4396e-10	1.14677e+06
0.378214	1	2	2	1.07682e-09	2.27013e+06
0.379214	1	1	1	5.4396e-10	1.14677e+06
0.379214	1	2	2	1.07682e-09	2.27013e+06
0.380214	1	1	1	5.4396e-10	1.14677e+06
0.380214	1	2	2	1.07682e-09	2.27013e+06
0.381214	1	1	1	5.4396e-10	1.14677e+06
0.381214	1	2	2	1.07682e-09	2.27013e+06
0.382214	1	1	1	5.4396e-10	1.14677e+06
0.382214	1	2	2	1.07682e-09	2.27013e+06
0.383214	1	1	1	5.4396e-10	1.14677e+06
0.383214	1	2	2	1.07682e-09	2.27013e+06
0.384214	1	1	1	5.4396e-10	1.14677e+06
0.384214	1	2	2	1.07682e-09	2.27013e+06
0.385214	1	1	1	5.4396e-10	1.14677e+06
0.385214	1	2	2	1.07682e-09	2.27013e+06
0.386214	1	1	1	5.4396e-10	1.14677e+06
0.386214	1	2	2	1.07682e-09	2.27013e+06
0.387214	1	1	1	5.4396e-10	1.14677e+06
0.387214	1	2	2	1.07682e-09	2.27013e+06
0.388214	1	1	1	5.4396e-10	1.14677e+06
0.388214	1	2	2	1.07682e-09	2.27013e+06
0.389214	1	1	1	5.4396e-10	1.14677e+06
0.389214	1	2	2	1.07682e-09	2.27013e+06
0.390214	1	1	1	5.4396e-10	1.14677e+06
0.390214	1	2	2	1.07682e-09	2.27013e+06
0.391214	1	1	1	5.4396e-10	1.14677e+06
0.391214	1	2	2	1.07682e-09	2.27013e+06
0.392214	1	1	1	5.4396e-10	1.14677e+06
0.392214	1	2	2	1.07682e-09	2.27013e+06
0.393214	1	1	1	5.4396e-10	1.14677e+06
0.393214	1	2	2	1.07682e-09	2.27013e+06
0.394214	1	1	1	5.4396e-10	1.14677e+06
0.394214	1	2	2	1.07682e-09	2.27013e+06
0.395214	1	1	1	5.4396e-10	1.14677e+06
0.395214	1	2	2	1.07682e-09	2.27013e+06
0.396214	1	1	1	5.4396e-10	1.14677e+06
0.396214	1	2	2	1.07682e-09	2.27013e+06
0.397214	1	1	1	5.4396e-10	1.14677e+06
0.397214	1	2	2	1.07682e-09	2.27013e+06
0.398214	1	1	1	5.4396e-10	1.14677e+06
0.398214	1	2	2	1.07682e-09	2.27013e+06
0.399214	1	1	1	5.4396e-10	1.14677e+06
0.399214	1	2	2	1.07682e-09	2.27013e+06
0.400214	1	1	1	5.4396e-10	1.14677e+06
0.400214	1	2	2	1.07682e-09	2.27013e+06
0.401214	1	1	1	5.4396e-10	1.14677e+06
0.401214	1	2	2	1.07682e-09	2.27013e+06
0.402214	1	1	1	5.4396e-10	1.14677e+06
0.402214	1	2	2	1.07682e-09	2.27013e+06
0.403214	1	1	1	5.4396e-10	1.14677e+06
0.403214	1	2	2	1.07682e-09	2.27013e+06
0.404214	1	1	1	5.4396e-10	1.14677e+06
0.404214	1	2	2	1.07682e-09	2.27013e+06
0.405214	1	1	1	5.4396e-10	1.14677e+06
0.405214	1	2	2	1.07682e-09	2.27013e+06
0.406214	1	1	1	5.4396e-10	1.14677e+06
0.406214	1	2	2	1.07682e-09	2.27013e+06
