0.0122143	0	0
0.415	5.1588	2.5794
0.516	5.1588	3.4392
0.617	5.1588	3.8691
0.718	5.1588	4.12704
0.818	5.1588	4.299
0.919	5.1588	4.42183
1.02	5.1588	4.51395
1.121	5.1588	4.5856
1.222	5.1588	4.64292
1.323	5.1588	4.68982
1.424	5.1588	4.7289
1.524	5.1588	4.76197
1.625	5.1588	4.79031
1.726	5.1588	4.81488
1.827	5.1588	4.83637
1.928	5.1588	4.85534
2.028	5.1588	4.8722
2.129	5.1588	4.88728
2.23	5.1588	4.90086
2.331	5.1588	4.91314
2.432	5.1588	4.92431
2.532	5.1588	4.9345
2.633	5.1588	4.94385
2.734	5.1588	4.95245
2.835	5.1588	4.96038
2.936	5.1588	4.96773
3.036	5.1588	4.97456
3.137	5.1588	4.98091
3.238	5.1588	4.98684
3.339	5.1588	4.99239
3.44	5.1588	4.99759
3.54	5.1588	5.00247
3.641	5.1588	5.00707
3.742	5.1588	5.01141
3.843	5.1588	5.0155
3.944	5.1588	5.01937
4.044	5.1588	5.02304
4.145	5.1588	5.02652
4.246	5.1588	5.02983
4.347	5.1588	5.03298
4.448	5.1588	5.03597
4.548	5.1588	5.03883
4.649	5.1588	5.04155
4.75	5.1588	5.04416
4.851	5.1588	5.04665
4.952	5.1588	5.04904
5.052	5.1588	5.05133
5.153	5.1588	5.05352
5.254	5.1588	5.05562
5.355	5.1588	5.05765
5.456	5.1588	5.05959
5.556	5.1588	5.06146
5.657	5.1588	5.06327
5.758	5.1588	5.065
5.859	5.1588	5.06668
5.96	5.1588	5.06829
6.06	5.1588	5.06986
6.161	5.1588	5.07136
6.262	5.1588	5.07282
6.363	5.1588	5.07423
6.464	5.1588	5.07559
6.564	5.1588	5.07691
6.665	5.1588	5.07819
6.766	5.1588	5.07943
6.867	5.1588	5.08064
6.968	5.1588	5.0818
7.068	5.1588	5.08294
7.169	5.1588	5.08403
7.27	5.1588	5.0851
7.371	5.1588	5.08614
7.472	5.1588	5.08715
7.572	5.1588	5.08813
7.673	5.1588	5.08909
7.774	5.1588	5.09002
7.875	5.1588	5.09092
7.976	5.1588	5.0918
8.076	5.1588	5.09266
8.177	5.1588	5.0935
8.278	5.1588	5.09432
8.379	5.1588	5.09511
8.48	5.1588	5.09589
8.58	5.1588	5.09665
8.681	5.1588	5.09739
8.782	5.1588	5.09811
8.883	5.1588	5.09881
8.984	5.1588	5.0995
9.084	5.1588	5.10018
9.185	5.1588	5.10084
9.286	5.1588	5.10148
9.387	5.1588	5.10211
9.488	5.1588	5.10273
9.588	5.1588	5.10333
9.689	5.1588	5.10392
9.79	5.1588	5.1045
9.891	5.1588	5.10506
9.992	5.1588	5.10562
10.092	5.1588	5.10616
10.193	5.1588	5.10669
10.294	5.1588	5.10721
10.395	5.1588	5.10772
10.496	5.1588	5.10822
10.596	5.1588	5.10871
10.697	5.1588	5.1092
10.798	5.1588	5.10967
10.899	5.1588	5.11013
11	5.1588	5.11059
11.1	5.1588	5.11103
11.201	5.1588	5.11147
11.302	5.1588	5.1119
11.403	5.1588	5.11232
11.504	5.1588	5.11274
11.604	5.1588	5.11315
11.705	5.1588	5.11355
11.806	5.1588	5.11394
11.907	5.1588	5.11433
12.008	5.1588	5.11471
12.108	5.1588	5.11508
12.209	5.1588	5.11545
12.31	5.1588	5.11581
12.411	5.1588	5.11617
12.512	5.1588	5.11651
12.612	5.1588	5.11686
12.713	5.1588	5.1172
12.814	5.1588	5.11753
12.915	5.1588	5.11786
13.016	5.1588	5.11818
13.116	5.1588	5.1185
13.217	5.1588	5.11881
13.318	5.1588	5.11912
13.419	5.1588	5.11942
13.52	5.1588	5.11972
13.62	5.1588	5.12001
13.721	5.1588	5.1203
13.822	5.1588	5.12059
13.923	5.1588	5.12087
14.024	5.1588	5.12114
14.124	5.1588	5.12142
14.225	5.1588	5.12169
14.326	5.1588	5.12195
14.427	5.1588	5.12221
14.528	5.1588	5.12247
14.628	5.1588	5.12272
14.729	5.1588	5.12298
14.83	5.1588	5.12322
14.931	5.1588	5.12347
